95,134,52
61,164,59
57,170,58
50,158,57
50,161,51
50,166,57
57,165,59
49,164,59
57,164,50
60,167,59
52,148,59
59,148,66
58,167,66
57,157,56
51,155,66
57,155,66
59,164,65
59,172,52
50,172,66
59,175,75
59,170,50
66,155,50
66,155,50
56,165,49
66,164,56
66,165,56
65,170,64
52,170,68
66,175,67
75,155,60
50,160,44
50,160,57
50,161,51
49,149,57
56,148,59
56,148,59
64,146,59
68,160,60
67,158,59
60,159,59
44,158,66
57,158,56
51,170,56
57,160,59
59,155,60
59,164,49
59,164,59
60,155,76
59,164,74
59,155,111
66,155,78
56,155,78
56,175,111
59,133,111
60,137,63
49,130,111
59,168,111
76,174,60
74,147,111
111,148,111
78,148,57
78,157,57
111,150,111
111,149,59
63,161,50
111,149,111
111,148,59
60,148,54
111,130,53
111,167,72
57,160,89
57,160,45
111,148,105
59,151,47
50,172,50
111,167,75
59,148,111
54,175,111
53,165,75
72,145,78
89,124,111
45,134,111
105,136,111
47,148,111
50,164,111
75,164,59
111,147,111
111,149,111
75,151,50
78,152,57
111,153,111
111,147,111
111,148,110
111,149,111
111,160,60
59,160,59
111,149,53
111,160,48
50,164,84
57,160,49
111,148,90
111,147,48
110,172,44
111,172,66
60,130,46
59,155,51
53,165,47
48,144,55
84,131,79
49,131,63
90,141,77
48,130,111
44,131,68
66,165,57
46,164,46
51,149,111
47,149,111
55,161,57
79,148,51
63,160,111
77,160,59
111,147,59
68,148,111
57,133,59
46,120,55
111,147,48
111,165,90
57,161,85
51,170,49
111,147,44
59,164,48
59,155,51
111,164,66
59,152,44
55,175,46
48,147,44
90,131,72
85,135,67
49,143,68
44,131,46
48,160,65
51,176,46
66,155,69
44,146,45
46,157,66
44,157,47
72,158,47
67,145,44
68,144,45
46,159,59
65,171,111
46,172,59
69,137,53
45,158,46
66,157,45
47,155,87
47,160,104
44,148,46
45,173,49
59,155,49
111,155,66
59,150,72
53,165,74
46,164,47
45,138,78
87,165,45
104,147,56
46,149,74
49,170,45
49,165,46
66,155,44
72,148,46
74,127,111
47,155,58
78,147,57
45,150,49
56,147,86
74,164,46
45,158,44
46,179,111
44,177,58
46,173,53
111,172,45
58,161,87
57,162,91
49,121,103
86,170,90
46,155,50
44,177,66
111,149,111
58,165,111
53,165,75
45,149,73
87,129,47
91,131,47
103,141,44
90,130,69
50,165,91
66,165,91
111,147,80
111,148,87
75,156,112
73,150,50
47,147,111
47,164,105
44,155,105
69,158,59
91,158,59
91,125,59
80,124,67
87,134,81
112,135,80
50,167,74
111,147,74
105,121,53
105,164,44
59,155,53
59,149,83
59,165,76
67,134,111
81,130,115
80,140,74
74,129,114
74,130,114
53,148,76
44,154,75
53,155,113
83,148,76
76,152,113
111,174,112
115,147,75
74,148,113
114,148,88
114,149,88
76,148,90
75,150,91
113,150,91
76,150,89
113,149,89
112,150,90
75,140,90
113,139,90
88,148,90
88,147,91
90,148,91
91,150,91
91,147,87
89,147,103
89,148,101
90,149,100
90,140,100
90,139,100
90,139,101
91,148,101
91,139,101
91,140,101
87,139,99
103,137,100
101,134,99
100,134,101
100,133,100
100,176,113
101,134,114
101,134,113
101,139,112
101,140,112
99,134,111
100,139,112
99,140,113
101,148,111
100,148,111
113,151,113
114,148,82
113,150,84
112,150,57
112,148,115
111,148,81
112,149,112
113,148,112
111,147,71
111,147,71
113,150,65
82,165,76
84,140,75
