62,159,58
83,145,57
112,176,86
49,171,86
51,120,57
51,172,86
51,137,86
108,130,57
108,137,58
57,145,86
58,144,86
57,174,57
86,174,86
86,173,86
57,174,114
86,173,48
86,173,48
57,174,48
58,174,77
86,174,48
86,173,51
57,174,51
86,174,77
86,147,51
114,147,77
48,147,51
48,135,76
48,135,77
77,135,77
48,135,77
51,129,77
51,154,77
77,154,77
51,154,44
77,154,77
51,155,72
76,154,86
77,154,101
77,154,101
77,154,51
77,154,51
77,154,68
77,135,69
44,145,69
77,144,69
72,174,68
86,130,68
101,152,68
101,153,69
51,129,69
51,129,69
68,130,69
69,137,48
69,137,45
69,137,65
68,138,52
68,137,52
68,137,52
69,137,52
69,137,77
69,129,51
69,137,49
48,146,49
45,146,74
65,129,49
52,154,65
52,129,49
52,129,77
52,129,44
77,147,44
51,155,61
49,123,55
49,129,52
74,155,51
49,129,51
65,129,51
49,130,51
77,121,51
44,131,51
44,129,51
61,130,58
55,130,86
52,146,58
51,120,86
51,121,57
51,121,86
51,121,86
51,174,86
51,130,86
51,144,86
58,130,86
86,174,86
58,173,86
86,173,49
57,173,65
86,172,64
86,171,48
86,171,48
86,171,103
86,173,102
86,174,51
86,171,51
86,174,77
49,147,77
65,129,77
64,135,77
48,135,77
48,153,51
103,129,77
102,128,77
51,153,77
51,154,77
77,153,77
77,152,72
77,154,86
77,154,72
77,153,86
51,152,86
77,152,51
77,153,86
77,152,68
77,152,68
77,154,68
72,145,68
86,144,69
72,153,69
86,144,68
86,130,69
51,129,68
86,153,68
68,138,68
68,129,77
68,136,58
68,137,77
69,137,77
69,137,77
68,135,77
69,137,76
68,136,77
68,137,77
68,135,58
77,154,77
58,174,58
77,153,77
77,154,77
77,153,77
77,152,77
76,153,77
77,153,76
77,153,77
58,154,77
77,153,57
58,154,116
77,154,116
77,154,58
77,153,77
77,152,77
77,152,77
76,154,58
77,154,58
77,154,58
57,153,58
116,154,58
116,153,57
58,152,57
77,152,57
77,154,57
77,154,58
58,152,58
58,154,58
58,154,58
58,154,65
58,154,64
57,153,113
57,156,99
57,151,76
57,147,78
58,143,77
58,172,102
58,147,68
58,135,111
65,128,87
64,128,85
113,152,77
99,123,77
76,153,78
78,131,78
77,130,77
102,157,79
68,168,57
111,137,51
87,143,85
85,142,84
77,154,58
77,137,58
78,138,116
78,128,57
77,129,57
79,133,59
57,144,57
51,135,116
85,141,116
84,169,58
58,155,86
58,179,57
116,135,57
57,157,77
57,135,115
59,172,77
57,171,103
116,135,68
116,144,77
58,144,113
86,134,76
57,135,76
57,135,75
77,135,51
115,135,51
77,135,114
103,137,113
68,135,57
77,128,57
113,128,58
76,149,102
76,127,51
75,153,52
51,177,77
51,177,76
114,143,56
113,137,57
57,137,57
57,171,112
58,173,85
102,176,51
51,179,57
52,175,100
77,179,52
76,153,115
56,171,115
57,170,58
57,176,56
112,168,115
85,134,57
51,179,82
57,179,51
100,150,58
52,156,58
115,143,57
115,144,58
58,134,76
56,170,65
115,171,115
57,135,76
82,155,58
51,134,58
58,135,106
58,134,78
57,135,102
58,134,100
76,137,57
65,179,57
115,128,111
76,128,98
58,172,64
58,128,68
106,132,68
78,130,57
102,130,57
100,126,57
57,173,107
57,144,64
111,126,57
98,121,57
64,169,57
68,137,57
68,172,114
57,171,113
57,126,97
57,135,57
107,128,57
64,126,48
57,144,48
57,173,93
57,168,57
57,135,57
114,126,58
113,136,58
97,127,77
57,152,58
57,135,103
48,135,113
48,135,78
93,135,77
57,135,78
57,135,46
58,135,77
58,135,78
77,135,93
58,135,88
103,120,86
113,158,85
78,155,85
77,154,87
78,155,68
46,142,68
77,157,57
78,129,58
93,131,57
88,171,51
86,128,51
85,128,51
85,127,51
87,132,57
68,170,57
68,154,57
57,144,57
58,137,57
57,154,115
51,135,57
51,135,57
51,135,57
51,154,57
57,135,57
57,135,51
57,135,57
57,135,57
57,135,57
115,135,58
57,135,103
57,134,63
57,144,64
57,135,77
57,135,49
51,135,76
57,134,52
57,154,103
57,173,113
58,137,56
103,137,69
63,148,116
64,128,57
77,128,57
49,148,51
76,176,68
52,158,78
103,130,104
113,128,52
56,139,113
69,128,51
116,124,115
57,143,56
57,172,57
51,176,57
68,129,115
78,144,57
104,129,57
52,157,58
113,134,57
51,135,116
115,169,48
56,167,57
57,154,57
57,155,48
115,135,51
57,157,58
57,135,49
58,134,48
57,135,51
116,144,57
48,135,77
57,135,77
57,173,77
48,135,77
51,135,77
58,154,77
49,135,77
48,135,77
51,154,77
57,155,77
77,152,114
77,152,77
77,154,77
77,155,77
77,154,77
77,154,77
77,154,77
77,154,111
77,154,77
77,154,86
114,154,77
77,145,77
77,154,58
77,154,57
77,154,57
77,152,104
77,153,114
111,139,114
77,144,86
86,173,48
77,144,48
77,135,48
58,156,51
57,154,51
57,154,52
104,129,57
114,143,58
114,143,77
86,129,44
48,135,77
48,172,44
48,135,44
51,174,71
51,135,101
52,152,75
57,135,76
58,135,99
77,153,99
44,154,74
77,154,73
44,153,77
44,153,77
71,152,68
101,151,77
75,152,65
76,125,64
99,129,77
99,124,65
74,149,77
73,170,65
77,148,109
77,129,115
68,155,115
77,154,115
65,150,77
64,149,115
77,153,57
65,130,115
77,154,115
65,154,115
109,154,115
115,154,102
115,153,51
115,154,58
77,175,58
115,135,115
57,159,115
115,135,57
115,154,111
115,153,77
115,135,77
102,154,115
51,135,64
58,135,65
58,173,97
115,154,77
115,173,57
57,152,86
111,147,68
77,154,58
77,153,57
115,156,57
64,152,103
65,141,51
97,148,57
77,154,58
57,176,102
86,170,51
68,167,51
58,128,77
57,128,58
57,128,103
103,127,58
51,137,77
57,152,57
58,152,48
102,134,48
51,135,58
51,153,47
77,154,76
58,135,48
103,129,64
58,152,64
77,145,57
57,173,57
48,135,77
48,154,68
58,135,51
47,146,66
76,179,78
48,164,77
64,161,75
64,128,76
57,134,77
57,143,51
77,167,116
68,156,85
51,151,86
66,152,68
78,152,57
77,151,44
75,150,58
76,152,57
77,153,68
51,128,57
116,126,57
85,169,115
86,169,77
68,128,77
57,127,77
44,136,77
58,173,49
57,137,77
68,154,56
57,152,57
57,154,57
115,135,57
77,135,51
77,154,60
77,135,60
77,152,65
49,126,65
77,154,64
56,167,57
57,171,58
57,177,52
57,179,76
51,134,108
60,178,97
60,179,66
65,161,97
65,129,97
64,126,78
57,167,65
58,171,76
52,173,78
76,155,97
108,135,44
97,153,90
66,154,77
97,153,77
97,135,116
78,153,96
65,154,118
76,154,97
78,154,77
97,129,65
44,130,76
90,154,51
77,153,68
77,154,69
116,154,44
96,128,79
118,154,51
97,171,69
77,162,51
65,152,51
76,153,72
51,130,102
68,153,101
69,154,68
